player_id,player_display_name,position,team_2025,games,snap_pct,proj_pg,role_pg,vor_pg,vor_season,reliability,targets,target_share,air_yards_share,wopr,carries,rz_carries,rz_targets,i10_touches,rz_share,actual_td,xtd,td_oe,passing_tds,pts_league,pts_pub4,sixpt_gap,pts_xtd,pts_league_pg,pts_xtd_pg,sixpt_gap_pg
00-0040194,Jackson Hawes,TE,BUF,13,0.439,2.387,2.181,-5.597,-95.156,1.000,19,0.057,0.049,0.119,0,0.000,3.000,2.000,0.016,3,1.267,1.733,0,44.700,44.700,0.000,34.299,3.438,2.638,0.000
00-0033375,Tim Patrick,WR,JAX,13,0.318,3.041,2.942,-6.490,-110.331,1.000,24,0.062,0.069,0.141,0,0.000,9.000,4.000,0.044,3,2.487,0.513,0,44.200,44.200,0.000,41.122,3.400,3.163,0.000
00-0040131,Kyle Williams,WR,NE,14,0.308,1.909,1.783,-7.622,-129.578,1.000,21,0.050,0.093,0.141,2,0.000,0.000,0.000,0.000,3,0.447,2.553,0,44.200,44.200,0.000,28.880,3.157,2.063,0.000
00-0035993,Tyler Huntley,QB,BAL,5,0.594,9.400,8.998,-4.735,-80.490,0.417,0,0.000,0.000,0.000,24,7.000,0.000,1.000,0.040,0,0.886,-0.886,2,44.140,40.140,4.000,49.455,8.828,9.891,0.800
00-0034775,Christian Kirk,WR,HOU,11,0.486,5.953,6.809,-3.280,-55.762,0.917,52,0.146,0.115,0.299,0,0.000,6.000,4.000,0.037,1,2.680,-1.680,0,43.900,43.900,0.000,53.981,3.991,4.907,0.000
00-0039041,Elijah Higgins,TE,ARI,17,0.425,3.060,2.891,-4.924,-83.706,1.000,37,0.067,0.035,0.124,0,0.000,5.000,3.000,0.030,0,2.074,-2.074,0,43.100,43.100,0.000,55.545,2.535,3.267,0.000
00-0033040,Tyreek Hill,WR,MIA,4,0.685,10.563,10.075,0.344,5.846,0.333,29,0.239,0.471,0.688,0,0.000,2.000,2.000,0.014,1,1.273,-0.273,0,43.000,43.000,0.000,44.640,10.750,11.160,0.000
00-0039373,Audric Estimé,RB,NO,5,0.393,8.971,8.695,-0.358,-6.089,0.417,13,0.073,-0.001,0.109,46,6.000,0.000,5.000,0.049,1,1.741,-0.741,0,42.100,42.100,0.000,46.545,8.420,9.309,0.000
00-0036988,Josh Palmer,WR,BUF,12,0.483,4.391,4.369,-5.140,-87.379,1.000,37,0.102,0.142,0.253,0,0.000,6.000,2.000,0.032,0,1.954,-1.954,0,41.300,41.300,0.000,53.025,3.442,4.419,0.000
00-0037741,Jahan Dotson,WR,PHI,15,0.569,3.042,3.157,-6.489,-110.313,1.000,36,0.083,0.138,0.222,0,0.000,5.000,0.000,0.033,1,1.389,-0.389,0,41.200,41.200,0.000,43.535,2.747,2.902,0.000
00-0035359,David Sills,WR,ATL,12,0.524,3.860,4.226,-5.671,-96.414,1.000,36,0.101,0.141,0.251,0,0.000,6.000,3.000,0.043,2,2.141,-0.141,0,40.100,40.100,0.000,40.948,3.342,3.412,0.000
00-0031236,Brandin Cooks,WR,BUF,13,0.545,3.432,3.399,-6.099,-103.689,1.000,36,0.088,0.188,0.264,0,0.000,1.000,0.000,0.005,0,0.874,-0.874,0,39.900,39.900,0.000,45.144,3.069,3.473,0.000
00-0036626,Dyami Brown,WR,JAX,11,0.366,4.894,5.115,-4.251,-72.272,0.917,37,0.099,0.174,0.270,6,1.000,9.000,4.000,0.049,1,2.860,-1.860,0,39.700,39.700,0.000,50.858,3.609,4.623,0.000
00-0022942,Philip Rivers,QB,IND,3,0.970,15.212,16.832,-1.388,-23.594,0.250,0,0.000,0.000,0.000,2,0.000,0.000,0.000,0.000,0,0.006,-0.006,4,39.660,31.660,8.000,39.694,13.220,13.231,2.667
00-0037563,Malik Davis,RB,DAL,10,0.207,3.596,3.521,-5.196,-88.330,0.833,5,0.014,0.006,0.025,52,8.000,0.000,4.000,0.041,2,1.544,0.456,0,39.600,39.600,0.000,36.866,3.960,3.687,0.000
00-0039356,Ja'Tavion Sanders,TE,CAR,12,0.483,4.489,4.833,-3.496,-59.427,1.000,34,0.092,0.053,0.175,0,0.000,10.000,2.000,0.069,1,2.553,-1.553,0,39.500,39.500,0.000,48.815,3.292,4.068,0.000
00-0038359,Xavier Smith,WR,LA,16,0.214,2.370,2.029,-7.161,-121.742,1.000,24,0.046,0.077,0.122,0,0.000,3.000,0.000,0.015,0,0.883,-0.883,0,39.300,39.300,0.000,44.599,2.456,2.787,0.000
00-0033869,Mitchell Trubisky,QB,BUF,4,0.333,5.838,2.581,-4.975,-84.578,0.333,0,0.000,0.000,0.000,9,0.000,0.000,0.000,0.000,0,0.025,-0.025,4,39.120,31.120,8.000,39.271,9.780,9.818,2.000
00-0039146,Jayden Reed,WR,GB,5,0.411,7.247,6.806,-0.952,-16.182,0.417,22,0.171,0.126,0.344,3,0.000,4.000,0.000,0.024,1,0.989,0.011,0,39.000,39.000,0.000,38.932,7.800,7.786,0.000
00-0034837,Calvin Ridley,WR,TEN,7,0.571,6.830,7.034,-1.576,-26.788,0.583,36,0.168,0.244,0.423,0,0.000,2.000,1.000,0.020,0,1.211,-1.211,0,38.800,38.800,0.000,46.063,5.543,6.580,0.000
00-0040187,Mitchell Evans,TE,CAR,14,0.374,2.617,2.569,-5.367,-91.247,1.000,25,0.064,0.034,0.121,1,0.000,4.000,3.000,0.028,2,1.794,0.206,0,38.700,38.700,0.000,37.462,2.764,2.676,0.000
00-0040234,Quinn Ewers,QB,MIA,4,0.790,10.713,11.061,-3.350,-56.951,0.333,1,0.011,-0.008,0.012,8,0.000,1.000,1.000,0.007,0,0.412,-0.412,3,38.680,32.680,6.000,41.152,9.670,10.288,1.500
00-0034613,Tanner Hudson,TE,CIN,10,0.147,3.850,3.682,-3.445,-58.563,0.833,24,0.064,0.038,0.123,0,0.000,6.000,4.000,0.041,2,2.378,-0.378,0,38.300,38.300,0.000,40.566,3.830,4.057,0.000
00-0033357,Taysom Hill,TE,NO,13,0.246,2.388,1.125,-5.596,-95.134,1.000,16,0.036,0.012,0.062,52,13.000,0.000,8.000,0.106,1,3.140,-2.140,1,38.280,36.280,2.000,51.122,2.945,3.932,0.154
00-0038679,Tyrell Shavers,WR,BUF,11,0.396,2.847,2.584,-6.127,-104.166,0.917,23,0.077,0.123,0.202,0,0.000,0.000,0.000,0.000,1,0.476,0.524,0,38.000,38.000,0.000,34.856,3.455,3.169,0.000
00-0037666,Jalen Tolbert,WR,DAL,12,0.513,3.547,3.732,-5.984,-101.732,1.000,34,0.076,0.119,0.198,0,0.000,4.000,1.000,0.020,1,1.427,-0.427,0,37.300,37.300,0.000,39.860,3.108,3.322,0.000
00-0039144,Luke Musgrave,TE,GB,13,0.401,3.022,2.963,-4.962,-84.355,1.000,31,0.085,0.070,0.177,0,0.000,1.000,0.000,0.006,0,0.504,-0.504,0,37.200,37.200,0.000,40.225,2.862,3.094,0.000
00-0036422,Adam Trautman,TE,DEN,13,0.573,2.192,1.863,-5.793,-98.476,1.000,23,0.048,0.034,0.095,0,0.000,1.000,1.000,0.006,1,0.703,0.297,0,35.500,35.500,0.000,33.720,2.731,2.594,0.000
00-0037805,Jeremy Ruckert,TE,NYJ,14,0.472,2.690,2.690,-5.294,-90.003,1.000,29,0.073,0.029,0.130,0,0.000,3.000,2.000,0.025,1,1.378,-0.378,0,35.400,35.400,0.000,37.666,2.529,2.690,0.000
00-0039792,Devontez Walker,WR,BAL,8,0.247,1.804,1.274,-5.152,-87.579,0.667,8,0.043,0.088,0.125,0,0.000,1.000,1.000,0.006,3,0.502,2.498,0,34.600,34.600,0.000,19.613,4.325,2.452,0.000
00-0039451,Isaiah Williams,WR,NYJ,15,0.361,2.931,3.198,-6.601,-112.214,1.000,36,0.088,0.050,0.166,3,0.000,1.000,0.000,0.008,0,0.892,-0.892,0,33.700,33.700,0.000,39.052,2.247,2.603,0.000
00-0032398,Chris Moore,WR,WAS,10,0.486,3.082,3.024,-5.374,-91.362,0.833,23,0.090,0.137,0.232,1,0.000,2.000,0.000,0.013,1,0.740,0.260,0,33.100,33.100,0.000,31.538,3.310,3.154,0.000
00-0040206,Riley Leonard,QB,IND,5,0.394,4.786,4.492,-6.657,-113.172,0.417,0,0.000,0.000,0.000,6,2.000,0.000,2.000,0.011,2,0.788,1.212,2,33.000,29.000,4.000,25.728,6.600,5.146,0.800
00-0039739,Roman Wilson,WR,PIT,9,0.331,2.939,3.051,-4.944,-84.049,0.750,21,0.077,0.155,0.224,0,0.000,1.000,1.000,0.006,2,0.771,1.229,0,32.600,32.600,0.000,25.227,3.622,2.803,0.000
00-0040398,Brady Cook,QB,NYJ,5,0.980,11.916,16.318,-3.686,-62.670,0.417,0,0.000,0.000,0.000,13,0.000,0.000,0.000,0.000,0,0.036,-0.036,2,32.460,28.460,4.000,32.678,6.492,6.536,0.800
00-0040729,Jack Bech,WR,LV,14,0.398,2.868,2.857,-6.663,-113.275,1.000,29,0.080,0.108,0.195,0,0.000,4.000,1.000,0.035,0,1.323,-1.323,0,32.400,32.400,0.000,40.339,2.314,2.881,0.000
00-0038440,Zavier Scott,RB,MIN,11,0.102,3.020,3.107,-6.243,-106.139,0.917,16,0.044,-0.007,0.060,32,3.000,3.000,1.000,0.041,1,0.974,0.026,0,32.200,32.200,0.000,32.046,2.927,2.913,0.000
00-0036427,Tyler Johnson,WR,NYJ,9,0.410,3.044,2.784,-4.866,-82.714,0.750,18,0.078,0.108,0.193,0,0.000,3.000,0.000,0.025,1,0.759,0.241,0,31.700,31.700,0.000,30.254,3.522,3.362,0.000
00-0038046,Charlie Kolar,TE,BAL,13,0.404,1.907,1.798,-6.077,-103.306,1.000,15,0.046,0.037,0.095,0,0.000,3.000,2.000,0.017,2,1.222,0.778,0,31.200,31.200,0.000,26.533,2.400,2.041,0.000
00-0035645,Gunner Olszewski,WR,NYG,16,0.102,1.397,1.109,-8.134,-138.285,1.000,13,0.026,0.040,0.066,0,0.000,2.000,0.000,0.011,1,0.527,0.473,1,30.820,28.820,2.000,27.980,1.926,1.749,0.125
00-0038551,Kendre Miller,RB,NO,7,0.243,4.324,4.278,-3.212,-54.612,0.583,5,0.021,-0.001,0.031,47,5.000,0.000,2.000,0.041,1,0.976,0.024,0,30.800,30.800,0.000,30.654,4.400,4.379,0.000
00-0037267,Jerome Ford,RB,CLE,13,0.305,3.708,4.042,-6.123,-104.083,1.000,32,0.073,-0.014,0.099,24,4.000,6.000,4.000,0.080,0,2.051,-2.051,0,30.600,30.600,0.000,42.903,2.354,3.300,0.000
00-0038738,Hunter Luepke,RB,DAL,14,0.211,1.973,1.735,-7.858,-133.584,1.000,15,0.033,-0.003,0.048,16,1.000,4.000,2.000,0.026,1,1.198,-0.198,0,30.500,30.500,0.000,31.687,2.179,2.263,0.000
00-0030035,Adam Thielen,WR,PIT,14,0.394,3.057,3.337,-6.474,-110.064,1.000,35,0.077,0.085,0.175,0,0.000,3.000,1.000,0.018,0,1.319,-1.319,0,30.100,30.100,0.000,38.012,2.150,2.715,0.000
00-0036754,Brock Wright,TE,DET,8,0.576,3.229,3.351,-3.170,-53.894,0.667,22,0.088,0.013,0.141,0,0.000,2.000,2.000,0.011,2,1.140,0.860,0,29.800,29.800,0.000,24.640,3.725,3.080,0.000
00-0038794,Jaleel McLaughlin,RB,DEN,8,0.160,3.437,3.297,-4.262,-72.462,0.667,6,0.026,-0.060,-0.004,37,5.000,0.000,2.000,0.030,1,0.911,0.089,0,29.400,29.400,0.000,28.864,3.675,3.608,0.000
00-0040739,Elijah Arroyo,TE,SEA,13,0.395,3.037,3.311,-4.948,-84.110,1.000,26,0.079,0.084,0.177,0,0.000,5.000,3.000,0.030,1,1.952,-0.952,0,29.400,29.400,0.000,35.112,2.262,2.701,0.000
00-0033553,James Conner,RB,ARI,3,0.500,9.719,10.516,-0.028,-0.477,0.250,9,0.099,-0.019,0.135,32,5.000,1.000,4.000,0.036,2,1.489,0.511,0,29.300,29.300,0.000,26.233,9.767,8.744,0.000
00-0040164,Jaylin Lane,WR,WAS,15,0.362,2.608,2.846,-6.924,-117.702,1.000,32,0.083,0.116,0.205,1,0.000,2.000,0.000,0.013,0,0.926,-0.926,0,29.200,29.200,0.000,34.756,1.947,2.317,0.000
00-0039921,Trey Benson,RB,ARI,4,0.483,8.744,8.661,-0.362,-6.161,0.333,16,0.129,-0.027,0.175,29,3.000,2.000,2.000,0.030,0,1.080,-1.080,0,28.900,28.900,0.000,35.380,7.225,8.845,0.000
00-0034983,Hunter Renfrow,WR,CAR,6,0.492,5.751,6.637,-1.890,-32.136,0.500,26,0.130,0.132,0.288,0,0.000,6.000,3.000,0.042,2,1.934,0.066,0,28.400,28.400,0.000,28.006,4.733,4.668,0.000
00-0036637,Noah Gray,TE,KC,14,0.521,2.878,3.221,-5.107,-86.811,1.000,37,0.082,0.060,0.165,0,0.000,2.000,1.000,0.011,0,1.019,-1.019,0,28.300,28.300,0.000,34.412,2.021,2.458,0.000
00-0036849,Tutu Atwell,WR,LA,8,0.279,2.714,2.394,-4.545,-77.266,0.667,15,0.049,0.089,0.136,0,0.000,1.000,0.000,0.005,1,0.439,0.561,0,28.200,28.200,0.000,24.836,3.525,3.104,0.000
00-0035406,Lil'Jordan Humphrey,WR,DEN,7,0.484,4.867,5.105,-2.721,-46.253,0.583,25,0.111,0.150,0.272,0,0.000,4.000,3.000,0.024,1,1.656,-0.656,0,28.100,28.100,0.000,32.036,4.014,4.577,0.000
00-0032104,Ameer Abdullah,RB,IND,13,0.105,2.074,2.060,-7.757,-131.863,1.000,17,0.043,-0.002,0.064,14,3.000,1.000,2.000,0.021,1,0.881,0.119,0,27.900,27.900,0.000,27.184,2.146,2.091,0.000
00-0038839,Mitchell Tinsley,WR,CIN,8,0.246,3.835,4.550,-3.798,-64.559,0.667,24,0.083,0.138,0.221,0,0.000,5.000,1.000,0.034,2,1.349,0.651,0,27.600,27.600,0.000,23.691,3.450,2.961,0.000
00-0039751,Jordan Whittington,WR,LA,15,0.408,2.082,1.988,-7.450,-126.646,1.000,25,0.051,0.038,0.102,3,1.000,1.000,1.000,0.010,0,0.940,-0.940,0,27.300,27.300,0.000,32.938,1.820,2.196,0.000
00-0037231,Kevin Austin Jr.,WR,NO,5,0.443,5.909,6.465,-1.509,-25.659,0.417,23,0.140,0.130,0.301,0,0.000,2.000,1.000,0.016,1,0.941,0.059,0,26.500,26.500,0.000,26.149,5.300,5.230,0.000
00-0037004,Hunter Long,TE,JAX,7,0.399,3.607,3.676,-2.554,-43.410,0.583,17,0.069,0.036,0.128,0,0.000,4.000,3.000,0.020,2,1.692,0.308,0,26.500,26.500,0.000,24.653,3.786,3.522,0.000
00-0026300,Josh Johnson,QB,WAS,3,0.492,7.538,7.344,-3.306,-56.205,0.250,0,0.000,0.000,0.000,12,2.000,0.000,1.000,0.013,1,0.491,0.509,1,26.380,24.380,2.000,23.328,8.793,7.776,0.667
00-0038685,Chris Brooks,RB,GB,17,0.201,1.817,1.769,-8.014,-136.238,1.000,17,0.036,0.002,0.055,27,3.000,3.000,1.000,0.036,0,0.946,-0.946,0,26.200,26.200,0.000,31.877,1.541,1.875,0.000
00-0039405,Jawhar Jordan,RB,HOU,4,0.300,7.907,7.834,-0.641,-10.903,0.333,7,0.056,-0.017,0.072,43,5.000,0.000,2.000,0.031,0,0.964,-0.964,0,26.200,26.200,0.000,31.982,6.550,7.995,0.000
00-0039920,Malachi Corley,WR,CLE,12,0.249,2.047,1.525,-7.485,-127.241,1.000,14,0.050,-0.007,0.070,13,2.000,1.000,2.000,0.024,0,1.018,-1.018,0,26.100,26.100,0.000,32.206,2.175,2.684,0.000
00-0037085,Tyler Badie,RB,DEN,16,0.175,2.300,2.470,-7.530,-128.016,1.000,31,0.053,-0.039,0.053,8,2.000,4.000,2.000,0.037,0,1.265,-1.265,0,25.900,25.900,0.000,33.489,1.619,2.093,0.000
00-0034272,Marquez Valdes-Scantling,WR,PIT,9,0.480,3.986,4.500,-4.159,-70.710,0.750,29,0.083,0.151,0.230,0,0.000,5.000,3.000,0.030,1,1.868,-0.868,0,25.000,25.000,0.000,30.205,2.778,3.356,0.000
00-0036196,Gabe Davis,WR,BUF,6,0.572,5.019,4.591,-2.256,-38.354,0.500,18,0.106,0.174,0.281,0,0.000,6.000,6.000,0.032,1,2.392,-1.392,0,24.900,24.900,0.000,33.252,4.150,5.542,0.000
00-0035631,Drew Sample,TE,CIN,12,0.536,1.794,1.729,-6.190,-105.228,1.000,20,0.049,0.001,0.074,1,0.000,1.000,1.000,0.007,1,0.683,0.317,0,24.400,24.400,0.000,22.496,2.033,1.875,0.000
00-0033891,Zay Jones,WR,ARI,6,0.496,4.387,3.977,-2.572,-43.729,0.500,18,0.085,0.142,0.227,0,0.000,2.000,1.000,0.012,0,0.838,-0.838,0,24.300,24.300,0.000,29.328,4.050,4.888,0.000
00-0036755,Jaret Patterson,RB,LAC,6,0.280,4.232,4.435,-2.800,-47.593,0.500,4,0.018,-0.000,0.026,41,6.000,0.000,2.000,0.036,1,0.950,0.050,0,24.200,24.200,0.000,23.899,4.033,3.983,0.000
00-0033217,Mo Alie-Cox,TE,IND,11,0.391,2.851,3.046,-4.706,-79.994,0.917,20,0.056,0.034,0.109,0,0.000,6.000,2.000,0.032,1,1.757,-0.757,0,24.200,24.200,0.000,28.744,2.200,2.613,0.000
00-0036980,Elijah Moore,WR,BUF,9,0.314,2.409,2.373,-5.342,-90.807,0.750,17,0.068,0.096,0.169,6,1.000,0.000,1.000,0.005,1,0.663,0.337,0,24.100,24.100,0.000,22.080,2.678,2.453,0.000
00-0036887,Luke Farrell,TE,SF,13,0.347,1.619,1.671,-6.365,-108.209,1.000,14,0.032,0.014,0.058,0,0.000,4.000,2.000,0.020,2,1.371,0.629,0,24.000,24.000,0.000,20.225,1.846,1.556,0.000
00-0037742,Treylon Burks,WR,WAS,8,0.601,3.803,3.968,-3.819,-64.921,0.667,22,0.125,0.174,0.310,0,0.000,4.000,4.000,0.026,1,1.802,-0.802,0,24.000,24.000,0.000,28.810,3.000,3.601,0.000
00-0039855,Jalen McMillan,WR,TB,4,0.515,5.754,4.980,-1.259,-21.407,0.333,15,0.108,0.142,0.262,1,1.000,1.000,0.000,0.014,0,0.483,-0.483,0,23.900,23.900,0.000,26.798,5.975,6.700,0.000
00-0040277,Jahdae Walker,WR,CHI,6,0.151,2.636,2.478,-3.448,-58.609,0.500,10,0.052,0.074,0.129,0,0.000,2.000,2.000,0.011,2,0.880,1.120,0,23.700,23.700,0.000,16.981,3.950,2.830,0.000
00-0038720,Julian Hill,TE,MIA,11,0.550,2.522,2.524,-5.007,-85.124,0.917,20,0.067,0.026,0.118,0,0.000,3.000,0.000,0.021,0,0.702,-0.702,0,23.500,23.500,0.000,27.711,2.136,2.519,0.000
00-0031687,Raheem Mostert,RB,LV,12,0.200,2.221,2.049,-7.609,-129.358,1.000,12,0.035,-0.008,0.047,22,4.000,1.000,2.000,0.044,0,0.964,-0.964,0,23.400,23.400,0.000,29.183,1.950,2.432,0.000
00-0040218,Jimmy Horn Jr.,WR,CAR,10,0.192,2.504,2.288,-5.856,-99.558,0.833,15,0.064,0.027,0.114,8,0.000,3.000,0.000,0.021,0,0.745,-0.745,0,23.200,23.200,0.000,27.670,2.320,2.767,0.000
00-0038840,Brycen Tremayne,WR,CAR,15,0.253,1.583,1.459,-7.949,-135.129,1.000,18,0.037,0.059,0.097,0,0.000,1.000,0.000,0.007,0,0.501,-0.501,0,23.000,23.000,0.000,26.008,1.533,1.734,0.000
00-0039912,Ben Sinnott,TE,WAS,9,0.361,2.190,2.122,-4.346,-73.884,0.750,13,0.068,0.063,0.146,0,0.000,1.000,1.000,0.007,1,0.592,0.408,0,22.900,22.900,0.000,20.453,2.544,2.273,0.000
00-0040311,Theo Wease Jr.,WR,MIA,3,0.323,5.482,4.808,-1.012,-17.211,0.250,10,0.131,0.231,0.358,0,0.000,1.000,0.000,0.007,1,0.336,0.664,0,22.900,22.900,0.000,18.915,7.633,6.305,0.000
00-0035243,Miles Sanders,RB,DAL,4,0.215,5.937,5.964,-1.298,-22.063,0.333,8,0.047,-0.008,0.065,20,6.000,1.000,3.000,0.036,1,1.153,-0.153,0,22.700,22.700,0.000,23.618,5.675,5.905,0.000
00-0036165,Isaiah Hodgins,WR,NYG,6,0.763,4.153,4.388,-2.689,-45.715,0.500,19,0.102,0.130,0.244,0,0.000,4.000,1.000,0.022,1,1.116,-0.116,0,22.500,22.500,0.000,23.197,3.750,3.866,0.000
00-0037091,Bo Melton,WR,GB,13,0.104,1.348,1.319,-8.183,-139.114,1.000,13,0.040,0.049,0.095,5,0.000,0.000,0.000,0.000,1,0.299,0.701,0,22.200,22.200,0.000,17.995,1.708,1.384,0.000
00-0036628,John Bates,TE,WAS,10,0.514,2.241,2.254,-4.786,-81.370,0.833,16,0.068,0.029,0.123,0,0.000,2.000,2.000,0.013,1,1.073,-0.073,0,21.800,21.800,0.000,22.240,2.180,2.224,0.000
00-0040009,Savion Williams,WR,GB,12,0.115,1.516,1.345,-8.015,-136.259,1.000,10,0.026,0.004,0.042,11,1.000,4.000,1.000,0.030,1,1.034,-0.034,0,20.500,20.500,0.000,20.704,1.708,1.725,0.000
00-0038547,Luke Schoonmaker,TE,DAL,14,0.329,1.878,2.033,-6.106,-103.802,1.000,23,0.046,0.040,0.097,0,0.000,2.000,0.000,0.010,0,0.575,-0.575,0,20.200,20.200,0.000,23.652,1.443,1.689,0.000
00-0040590,Konata Mumpfield,WR,LA,10,0.322,2.751,3.252,-5.650,-96.052,0.833,23,0.062,0.072,0.143,0,0.000,4.000,1.000,0.020,1,1.199,-0.199,0,20.200,20.200,0.000,21.394,2.020,2.139,0.000
00-0040586,Jaydon Blue,RB,DAL,5,0.256,4.221,4.488,-2.337,-39.734,0.417,1,0.007,-0.005,0.007,38,7.000,0.000,2.000,0.036,1,0.929,0.071,0,19.900,19.900,0.000,19.473,3.980,3.895,0.000
00-0040238,LeQuint Allen Jr.,RB,JAX,16,0.226,1.420,1.325,-8.411,-142.990,1.000,11,0.021,-0.004,0.029,23,4.000,2.000,1.000,0.030,0,0.794,-0.794,0,19.800,19.800,0.000,24.564,1.238,1.535,0.000
00-0039796,Rasheen Ali,RB,BAL,15,0.130,0.926,0.838,-8.905,-151.383,1.000,11,0.037,0.000,0.055,7,2.000,1.000,0.000,0.017,1,0.299,0.701,0,19.700,19.700,0.000,15.495,1.313,1.033,0.000
00-0039530,Brevyn Spann-Ford,TE,DAL,16,0.249,1.159,1.099,-6.825,-116.023,1.000,13,0.025,0.026,0.056,0,0.000,2.000,2.000,0.010,1,1.040,-0.040,0,19.500,19.500,0.000,19.740,1.219,1.234,0.000
00-0037306,John FitzPatrick,TE,GB,11,0.361,2.150,2.183,-5.348,-90.912,0.917,15,0.050,0.015,0.086,0,0.000,4.000,3.000,0.024,1,1.670,-0.670,0,19.200,19.200,0.000,23.219,1.745,2.111,0.000
00-0033854,Dare Ogunbowale,RB,HOU,14,0.112,1.805,1.879,-8.026,-136.438,1.000,13,0.031,0.012,0.054,11,6.000,3.000,5.000,0.056,1,1.817,-0.817,0,19.100,19.100,0.000,24.001,1.364,1.714,0.000
00-0034771,Mason Rudolph,QB,PIT,5,0.338,3.483,2.826,-7.200,-122.402,0.417,0,0.000,0.000,0.000,7,1.000,0.000,1.000,0.006,0,0.405,-0.405,2,19.000,15.000,4.000,21.431,3.800,4.286,0.800
00-0040466,Raheim Sanders,RB,CLE,4,0.258,5.950,6.299,-1.293,-21.989,0.333,4,0.043,0.026,0.082,27,7.000,0.000,5.000,0.056,1,1.550,-0.550,0,18.800,18.800,0.000,22.099,4.700,5.525,0.000
00-0040581,Dont'e Thornton Jr.,WR,LV,11,0.453,2.964,3.622,-6.020,-102.336,0.917,30,0.099,0.249,0.323,0,0.000,2.000,0.000,0.018,0,0.879,-0.879,0,18.500,18.500,0.000,23.771,1.682,2.161,0.000
00-0037086,Grant Calcaterra,TE,PHI,9,0.403,2.164,2.337,-4.365,-74.212,0.750,13,0.055,0.039,0.109,0,0.000,3.000,1.000,0.020,1,0.912,0.088,0,18.100,18.100,0.000,17.572,2.011,1.952,0.000
00-0034521,Allen Lazard,WR,NYJ,9,0.390,2.883,3.073,-4.986,-84.769,0.750,18,0.063,0.057,0.135,0,0.000,6.000,4.000,0.050,1,1.976,-0.976,0,18.000,18.000,0.000,23.859,2.000,2.651,0.000
00-0034365,Ian Thomas,TE,LV,9,0.359,1.746,1.468,-4.679,-79.543,0.750,13,0.043,0.024,0.082,0,0.000,0.000,0.000,0.000,0,0.144,-0.144,0,17.900,17.900,0.000,18.766,1.989,2.085,0.000
00-0033282,Curtis Samuel,WR,BUF,6,0.398,2.134,1.871,-3.699,-62.875,0.500,9,0.054,0.086,0.141,0,0.000,1.000,1.000,0.005,1,0.523,0.477,0,17.600,17.600,0.000,14.737,2.933,2.456,0.000
00-0033943,Josh Reynolds,WR,NYJ,5,0.842,4.988,5.432,-1.893,-32.184,0.417,21,0.157,0.215,0.386,0,0.000,1.000,1.000,0.008,0,0.771,-0.771,0,17.600,17.600,0.000,22.227,3.520,4.445,0.000
00-0035021,Ashton Dulin,WR,IND,12,0.213,1.298,0.992,-8.233,-139.964,1.000,10,0.027,0.048,0.074,3,2.000,1.000,0.000,0.016,0,0.429,-0.429,0,17.500,17.500,0.000,20.076,1.458,1.673,0.000
00-0035891,Cody White,WR,SEA,8,0.000,0.982,0.660,-5.700,-96.895,0.667,4,0.020,0.029,0.050,0,0.000,0.000,0.000,0.000,1,0.083,0.917,0,16.500,16.500,0.000,10.997,2.062,1.375,0.000
00-0036328,Antonio Gibson,RB,NE,5,0.166,3.297,3.571,-2.722,-46.277,0.417,3,0.020,-0.009,0.024,25,4.000,0.000,2.000,0.023,1,0.769,0.231,0,16.200,16.200,0.000,14.815,3.240,2.963,0.000
00-0038400,Tanner McKee,QB,PHI,4,0.345,2.473,1.244,-6.097,-103.647,0.333,0,0.000,0.000,0.000,8,0.000,0.000,0.000,0.000,0,0.022,-0.022,1,15.760,13.760,2.000,15.894,3.940,3.974,0.500
00-0039379,Jamari Thrash,WR,CLE,8,0.351,2.346,2.390,-4.790,-81.434,0.667,15,0.058,0.077,0.140,0,0.000,1.000,0.000,0.008,0,0.439,-0.439,0,15.700,15.700,0.000,18.336,1.962,2.292,0.000
00-0039589,Kameron Johnson,WR,TB,17,0.097,0.527,0.445,-9.005,-153.080,1.000,7,0.015,0.019,0.036,2,0.000,0.000,0.000,0.000,1,0.157,0.843,0,15.700,15.700,0.000,10.642,0.924,0.626,0.000
00-0033246,Johnny Mundt,TE,JAX,12,0.358,1.699,1.874,-6.285,-106.846,1.000,19,0.051,0.031,0.098,0,0.000,1.000,0.000,0.005,0,0.371,-0.371,0,15.600,15.600,0.000,17.826,1.300,1.485,0.000
00-0034159,Will Dissly,TE,LAC,8,0.319,2.261,2.349,-3.816,-64.867,0.667,16,0.061,0.026,0.109,0,0.000,1.000,0.000,0.006,0,0.338,-0.338,0,15.200,15.200,0.000,17.226,1.900,2.153,0.000
00-0034860,Dante Pettis,WR,NO,8,0.222,1.860,1.688,-5.114,-86.937,0.667,11,0.042,0.042,0.093,0,0.000,0.000,0.000,0.000,0,0.228,-0.228,0,15.200,15.200,0.000,16.566,1.900,2.071,0.000
00-0040563,Efton Chism III,WR,NE,8,0.179,0.879,0.432,-5.769,-98.065,0.667,3,0.016,0.018,0.037,0,0.000,1.000,1.000,0.006,1,0.399,0.601,0,15.000,15.000,0.000,11.392,1.875,1.424,0.000
