player_id,player_display_name,position,team_2025,games,snap_pct,proj_pg,role_pg,vor_pg,vor_season,reliability,targets,target_share,air_yards_share,wopr,carries,rz_carries,rz_targets,i10_touches,rz_share,actual_td,xtd,td_oe,passing_tds,pts_league,pts_pub4,sixpt_gap,pts_xtd,pts_league_pg,pts_xtd_pg,sixpt_gap_pg
00-0039623,Mason Tipton,WR,NO,8,0.302,2.629,2.868,-4.601,-78.223,0.667,17,0.054,0.057,0.121,4,0.000,2.000,0.000,0.016,0,0.634,-0.634,0,14.900,14.900,0.000,18.701,1.863,2.338,0.000
00-0036862,Ben Skowronek,WR,PIT,16,0.154,0.507,0.389,-9.024,-153.414,1.000,6,0.014,0.027,0.039,0,0.000,1.000,0.000,0.006,1,0.253,0.747,0,14.900,14.900,0.000,10.418,0.931,0.651,0.000
00-0039757,Terrell Jennings,RB,NE,6,0.083,2.327,2.441,-3.752,-63.784,0.500,1,0.006,0.001,0.010,23,4.000,0.000,2.000,0.023,1,0.737,0.263,0,14.700,14.700,0.000,13.122,2.450,2.187,0.000
00-0036590,Quintin Morris,TE,JAX,11,0.233,1.212,1.255,-6.208,-105.537,0.917,9,0.032,0.018,0.060,0,0.000,2.000,1.000,0.010,1,0.708,0.292,0,14.500,14.500,0.000,12.746,1.318,1.159,0.000
00-0036182,Nick Westbrook-Ikhine,WR,MIA,13,0.442,1.720,1.889,-7.811,-132.795,1.000,20,0.052,0.046,0.109,0,0.000,2.000,1.000,0.014,0,0.879,-0.879,0,14.400,14.400,0.000,19.676,1.108,1.514,0.000
00-0039794,Braelon Allen,RB,NYJ,4,0.233,4.871,5.043,-1.653,-28.103,0.333,3,0.026,0.012,0.048,18,6.000,2.000,5.000,0.066,1,1.724,-0.724,0,14.300,14.300,0.000,18.646,3.575,4.661,0.000
00-0038891,Shedrick Jackson,WR,LV,3,0.090,2.521,2.249,-1.753,-29.796,0.250,5,0.060,0.140,0.189,1,0.000,0.000,0.000,0.000,1,0.110,0.890,0,13.900,13.900,0.000,8.557,4.633,2.852,0.000
00-0039359,Cade Stover,TE,HOU,6,0.440,3.904,3.882,-2.040,-34.680,0.500,16,0.093,0.022,0.155,4,3.000,3.000,3.000,0.037,0,1.615,-1.615,0,13.900,13.900,0.000,23.588,2.317,3.931,0.000
00-0039299,George Holani,RB,SEA,10,0.055,1.237,1.345,-7.162,-121.751,0.833,2,0.010,-0.001,0.015,22,5.000,0.000,1.000,0.030,1,0.540,0.460,0,13.800,13.800,0.000,11.041,1.380,1.104,0.000
00-0038783,Nate Adkins,TE,DEN,6,0.328,2.308,2.536,-2.838,-48.249,0.500,11,0.049,0.026,0.092,0,0.000,2.000,1.000,0.012,1,0.730,0.270,0,13.800,13.800,0.000,12.179,2.300,2.030,0.000
00-0034270,Tyler Conklin,TE,LAC,6,0.192,2.041,1.728,-2.972,-50.518,0.500,10,0.047,0.035,0.094,1,0.000,0.000,0.000,0.000,0,0.124,-0.124,0,13.800,13.800,0.000,14.542,2.300,2.424,0.000
00-0040024,Darius Cooper,WR,PHI,6,0.258,2.424,2.352,-3.554,-60.415,0.500,11,0.064,0.068,0.144,0,0.000,0.000,0.000,0.000,0,0.228,-0.228,0,13.700,13.700,0.000,15.066,2.283,2.511,0.000
00-0037348,Tanner Conner,TE,MIA,8,0.343,2.682,2.912,-3.535,-60.097,0.667,15,0.060,0.061,0.133,0,0.000,3.000,1.000,0.021,0,0.934,-0.934,0,13.600,13.600,0.000,19.205,1.700,2.401,0.000
00-0040184,KeAndre Lambert-Smith,WR,LAC,10,0.188,1.385,1.648,-6.788,-115.403,0.833,12,0.036,0.067,0.100,0,0.000,2.000,0.000,0.012,1,0.506,0.494,0,13.600,13.600,0.000,10.636,1.360,1.064,0.000
00-0036741,Jack Stoll,TE,NO,9,0.209,1.247,1.423,-5.053,-85.899,0.750,11,0.035,0.008,0.058,0,0.000,1.000,0.000,0.008,1,0.282,0.718,0,13.600,13.600,0.000,9.293,1.511,1.033,0.000
00-0037012,Trey Lance,QB,LAC,4,0.378,6.192,8.430,-4.857,-82.573,0.333,0,0.000,0.000,0.000,17,0.000,0.000,0.000,0.000,0,0.047,-0.047,0,13.540,13.540,0.000,13.825,3.385,3.456,0.000
00-0037324,Chris Oladokun,QB,KC,3,0.747,8.911,12.460,-2.963,-50.373,0.250,0,0.000,0.000,0.000,5,1.000,0.000,0.000,0.005,0,0.086,-0.086,1,13.200,11.200,2.000,13.717,4.400,4.572,0.667
00-0035291,Trayveon Williams,RB,CLE,6,0.207,2.398,2.289,-3.717,-63.182,0.500,9,0.058,-0.055,0.049,10,0.000,2.000,0.000,0.016,0,0.347,-0.347,0,13.100,13.100,0.000,15.183,2.183,2.531,0.000
00-0039746,Will Shipley,RB,PHI,14,0.125,1.138,1.203,-8.692,-147.772,1.000,12,0.029,-0.002,0.042,14,0.000,1.000,0.000,0.007,0,0.305,-0.305,0,13.000,13.000,0.000,14.831,0.929,1.059,0.000
00-0036630,Tylan Wallace,WR,BAL,11,0.231,0.943,0.950,-7.872,-133.829,0.917,8,0.028,0.046,0.074,0,0.000,2.000,1.000,0.011,1,0.631,0.369,0,12.500,12.500,0.000,10.286,1.136,0.935,0.000
00-0039394,Casey Washington,WR,ATL,5,0.370,3.203,3.509,-2.637,-44.829,0.417,14,0.082,0.186,0.254,0,0.000,0.000,0.000,0.000,0,0.290,-0.290,0,12.400,12.400,0.000,14.139,2.480,2.828,0.000
00-0039398,Joe Milton III,QB,DAL,4,0.210,3.014,2.470,-5.916,-100.579,0.333,0,0.000,0.000,0.000,5,1.000,0.000,1.000,0.005,0,0.400,-0.400,1,12.320,10.320,2.000,14.717,3.080,3.679,0.500
00-0038090,Skyy Moore,WR,SF,17,0.101,0.586,0.428,-8.946,-152.077,1.000,7,0.013,0.022,0.036,2,0.000,0.000,0.000,0.000,0,0.157,-0.157,0,12.300,12.300,0.000,13.242,0.724,0.779,0.000
00-0038589,Josh Whyle,TE,GB,6,0.399,1.495,1.466,-3.244,-55.156,0.500,6,0.051,0.005,0.080,0,0.000,1.000,1.000,0.006,1,0.514,0.486,0,12.100,12.100,0.000,9.187,2.017,1.531,0.000
00-0038465,Malik Heath,WR,GB,7,0.302,1.388,1.066,-4.751,-80.759,0.583,7,0.031,0.028,0.065,0,0.000,0.000,0.000,0.000,0,0.145,-0.145,0,11.600,11.600,0.000,12.469,1.657,1.781,0.000
00-0027973,Andy Dalton,QB,CAR,4,0.380,2.590,2.336,-6.058,-102.981,0.333,0,0.000,0.000,0.000,5,0.000,0.000,0.000,0.000,0,0.014,-0.014,1,11.520,9.520,2.000,11.604,2.880,2.901,0.500
00-0036959,Michael Bandy,WR,DEN,4,0.062,1.554,1.542,-2.659,-45.207,0.333,4,0.029,0.022,0.059,0,0.000,1.000,0.000,0.006,1,0.212,0.788,0,11.000,11.000,0.000,6.270,2.750,1.567,0.000
00-0039648,David Martin-Robinson,TE,TEN,11,0.127,0.723,0.713,-6.656,-113.160,0.917,6,0.017,0.012,0.034,0,0.000,1.000,1.000,0.010,1,0.514,0.486,0,11.000,11.000,0.000,8.087,1.000,0.735,0.000
00-0033591,Noah Brown,WR,WAS,4,0.410,3.525,3.629,-2.002,-34.038,0.333,10,0.091,0.161,0.250,0,0.000,2.000,0.000,0.013,0,0.465,-0.465,0,10.800,10.800,0.000,13.587,2.700,3.397,0.000
00-0035298,Scott Miller,WR,PIT,5,0.193,3.511,4.095,-2.509,-42.646,0.417,14,0.078,0.076,0.170,0,0.000,2.000,0.000,0.012,0,0.547,-0.547,0,10.700,10.700,0.000,13.984,2.140,2.797,0.000
00-0037292,Andrew Ogletree,TE,IND,11,0.237,0.854,0.902,-6.536,-111.120,0.917,6,0.018,0.016,0.038,0,0.000,2.000,1.000,0.011,1,0.674,0.326,0,10.700,10.700,0.000,8.746,0.973,0.795,0.000
00-0033699,Austin Ekeler,RB,WAS,2,0.495,6.630,7.183,-0.533,-9.069,0.167,7,0.102,0.022,0.168,14,2.000,0.000,0.000,0.013,0,0.218,-0.218,0,10.600,10.600,0.000,11.910,5.300,5.955,0.000
00-0038824,Ryan Miller,WR,TB,9,0.145,0.574,0.529,-6.718,-114.202,0.750,4,0.013,0.026,0.037,0,0.000,1.000,0.000,0.007,1,0.212,0.788,0,10.400,10.400,0.000,5.670,1.156,0.630,0.000
00-0034407,Ray-Ray McCloud,WR,NYG,6,0.530,2.727,3.180,-3.402,-57.841,0.500,15,0.074,0.062,0.154,0,0.000,1.000,0.000,0.006,0,0.439,-0.439,0,10.400,10.400,0.000,13.036,1.733,2.173,0.000
00-0039521,Xavier Weaver,WR,ARI,7,0.410,2.300,2.530,-4.218,-71.713,0.583,13,0.046,0.088,0.131,0,0.000,3.000,0.000,0.018,0,0.655,-0.655,0,10.200,10.200,0.000,14.133,1.457,2.019,0.000
00-0040644,Trevor Etienne,RB,CAR,17,0.056,0.881,0.835,-8.949,-152.137,1.000,3,0.006,0.001,0.010,20,4.000,0.000,3.000,0.028,0,0.958,-0.958,0,10.200,10.200,0.000,15.946,0.600,0.938,0.000
00-0036893,Najee Harris,RB,LAC,3,0.217,3.473,3.292,-1.589,-27.020,0.250,3,0.034,0.012,0.060,15,1.000,0.000,0.000,0.006,0,0.164,-0.164,0,10.100,10.100,0.000,11.082,3.367,3.694,0.000
00-0040582,Arian Smith,WR,NYJ,13,0.383,1.161,1.347,-8.371,-142.300,1.000,16,0.045,0.091,0.131,4,0.000,0.000,0.000,0.000,0,0.355,-0.355,0,10.000,10.000,0.000,12.132,0.769,0.933,0.000
00-0040021,Phil Mafah,RB,DAL,1,0.180,5.924,6.076,-0.326,-5.534,0.083,2,0.087,-0.062,0.087,5,1.000,0.000,1.000,0.005,1,0.307,0.693,0,9.900,9.900,0.000,5.740,9.900,5.740,0.000
00-0038102,Kenny Pickett,QB,LV,6,0.285,0.735,0.000,-10.014,-170.237,0.500,0,0.000,0.000,0.000,5,0.000,0.000,0.000,0.000,0,0.014,-0.014,1,9.720,7.720,2.000,9.804,1.620,1.634,0.333
00-0037329,Brittain Brown,RB,CHI,2,0.067,1.725,1.510,-1.351,-22.967,0.167,1,0.015,0.007,0.027,5,0.000,0.000,0.000,0.000,1,0.046,0.954,0,9.700,9.700,0.000,3.973,4.850,1.987,0.000
00-0040179,DJ Giddens,RB,IND,5,0.120,3.348,3.600,-2.701,-45.921,0.417,2,0.013,-0.004,0.016,26,5.000,1.000,2.000,0.032,0,0.933,-0.933,0,9.600,9.600,0.000,15.199,1.920,3.040,0.000
00-0036332,Josiah Deguara,TE,ARI,7,0.104,0.970,0.990,-4.092,-69.556,0.583,5,0.021,0.011,0.040,0,0.000,1.000,1.000,0.006,1,0.503,0.497,0,9.600,9.600,0.000,6.620,1.371,0.946,0.000
00-0036133,James Proche,WR,TEN,6,0.299,2.192,2.487,-3.670,-62.385,0.500,12,0.060,0.107,0.165,0,0.000,0.000,0.000,0.000,0,0.248,-0.248,0,9.500,9.500,0.000,10.990,1.583,1.832,0.000
00-0034981,Foster Moreau,TE,NO,7,0.357,1.663,1.736,-3.687,-62.682,0.583,10,0.047,0.010,0.077,0,0.000,1.000,0.000,0.008,0,0.271,-0.271,0,9.400,9.400,0.000,11.026,1.343,1.575,0.000
00-0038647,Ronnie Bell,WR,NO,2,0.285,3.076,3.407,-1.076,-18.291,0.167,4,0.059,0.139,0.185,0,0.000,2.000,0.000,0.016,1,0.340,0.660,0,9.300,9.300,0.000,5.342,4.650,2.671,0.000
00-0033455,Anthony Firkser,TE,DET,5,0.397,2.915,3.198,-2.112,-35.908,0.417,10,0.053,0.024,0.096,0,0.000,3.000,0.000,0.016,0,0.591,-0.591,0,9.300,9.300,0.000,12.845,1.860,2.569,0.000
00-0036414,Cam Akers,RB,SEA,4,0.025,1.424,0.655,-2.802,-47.641,0.333,1,0.010,-0.008,0.010,5,0.000,0.000,0.000,0.000,0,0.046,-0.046,1,9.180,7.180,2.000,9.453,2.295,2.363,0.500
00-0040259,Gage Larvadain,WR,CLE,13,0.236,1.063,1.261,-8.468,-143.961,1.000,14,0.034,0.043,0.082,1,0.000,0.000,0.000,0.000,0,0.296,-0.296,0,8.900,8.900,0.000,10.675,0.685,0.821,0.000
00-0036429,Charlie Woerner,TE,ATL,7,0.508,1.531,1.573,-3.764,-63.996,0.583,9,0.046,0.006,0.073,0,0.000,1.000,0.000,0.007,0,0.260,-0.260,0,8.800,8.800,0.000,10.359,1.257,1.480,0.000
00-0037475,Stone Smartt,TE,NYJ,6,0.099,1.609,1.657,-3.188,-54.193,0.500,9,0.045,0.037,0.094,0,0.000,0.000,0.000,0.000,0,0.100,-0.100,0,8.700,8.700,0.000,9.300,1.450,1.550,0.000
00-0040556,Corey Kiner,RB,ARI,4,0.133,2.692,2.594,-2.380,-40.452,0.333,3,0.027,0.011,0.048,12,2.000,1.000,1.000,0.018,0,0.492,-0.492,0,8.300,8.300,0.000,11.249,2.075,2.812,0.000
00-0040142,Kaleb Johnson,RB,PIT,10,0.091,1.256,1.441,-7.146,-121.480,0.833,2,0.007,-0.009,0.005,28,4.000,0.000,0.000,0.024,0,0.332,-0.332,0,8.300,8.300,0.000,10.292,0.830,1.029,0.000
00-0037617,Hassan Haskins,RB,LAC,11,0.100,0.898,0.943,-8.188,-139.198,0.917,4,0.009,0.001,0.013,17,2.000,0.000,0.000,0.012,0,0.214,-0.214,0,8.000,8.000,0.000,9.285,0.727,0.844,0.000
00-0039603,British Brooks,RB,HOU,8,0.067,1.297,1.174,-5.689,-96.716,0.667,0,0.000,0.000,0.000,17,2.000,0.000,2.000,0.013,0,0.630,-0.630,0,7.800,7.800,0.000,11.579,0.975,1.447,0.000
00-0032688,Robbie Chosen,WR,WAS,3,0.377,3.522,3.972,-1.502,-25.540,0.250,9,0.115,0.152,0.279,0,0.000,0.000,0.000,0.000,0,0.186,-0.186,0,7.800,7.800,0.000,8.918,2.600,2.973,0.000
00-0038953,Dylan Drummond,WR,ATL,6,0.211,2.556,2.924,-3.488,-59.293,0.500,11,0.071,0.084,0.165,0,0.000,3.000,1.000,0.022,0,0.822,-0.822,0,7.700,7.700,0.000,12.631,1.283,2.105,0.000
00-0036265,AJ Dillon,RB,PHI,6,0.119,1.709,1.636,-4.061,-69.032,0.500,3,0.015,0.006,0.027,12,2.000,1.000,1.000,0.020,0,0.532,-0.532,0,7.600,7.600,0.000,10.794,1.267,1.799,0.000
00-0038040,Zamir White,RB,LV,5,0.158,1.978,2.214,-3.272,-55.625,0.417,6,0.036,-0.003,0.053,12,0.000,0.000,0.000,0.000,0,0.141,-0.141,0,7.600,7.600,0.000,8.444,1.520,1.689,0.000
00-0036876,Kylen Granson,TE,PHI,12,0.234,0.862,0.950,-7.122,-121.079,1.000,9,0.027,0.016,0.051,0,0.000,1.000,0.000,0.007,0,0.260,-0.260,0,7.500,7.500,0.000,9.059,0.625,0.755,0.000
00-0037276,Ty Chandler,RB,MIN,3,0.223,4.705,5.134,-1.281,-21.784,0.250,4,0.044,-0.034,0.043,17,1.000,2.000,2.000,0.021,0,0.873,-0.873,0,7.300,7.300,0.000,12.541,2.433,4.180,0.000
00-0033576,Eric Saubert,TE,SEA,9,0.395,1.353,1.511,-4.973,-84.544,0.750,7,0.030,0.020,0.059,0,0.000,3.000,0.000,0.018,0,0.557,-0.557,0,7.100,7.100,0.000,10.445,0.789,1.161,0.000
00-0039754,Devin Culp,TE,TB,4,0.065,0.813,0.690,-2.390,-40.637,0.333,1,0.008,0.004,0.015,0,0.000,1.000,1.000,0.007,1,0.459,0.541,0,7.100,7.100,0.000,3.853,1.775,0.963,0.000
00-0034418,Cedrick Wilson Jr.,WR,MIA,6,0.355,2.228,2.302,-3.652,-62.077,0.500,9,0.062,0.063,0.137,0,0.000,3.000,2.000,0.021,0,0.988,-0.988,0,6.900,6.900,0.000,12.829,1.150,2.138,0.000
00-0039458,Brenden Bates,TE,CLE,5,0.270,1.749,1.573,-2.598,-44.165,0.417,5,0.039,0.036,0.083,0,0.000,1.000,1.000,0.008,0,0.503,-0.503,0,6.800,6.800,0.000,9.820,1.360,1.964,0.000
00-0034419,Braxton Berrios,WR,HOU,4,0.192,2.710,3.037,-2.274,-38.655,0.333,8,0.049,0.018,0.086,0,0.000,2.000,0.000,0.013,0,0.423,-0.423,0,6.700,6.700,0.000,9.239,1.675,2.310,0.000
00-0036620,Dee Eskridge,WR,MIA,11,0.118,0.693,0.734,-8.102,-137.731,0.917,7,0.020,0.039,0.057,0,0.000,0.000,0.000,0.000,0,0.145,-0.145,0,6.200,6.200,0.000,7.069,0.564,0.643,0.000
00-0036841,Austin Trammell,WR,JAX,6,0.227,1.898,2.344,-3.817,-64.888,0.500,10,0.067,0.101,0.170,0,0.000,1.000,0.000,0.005,0,0.336,-0.336,0,6.100,6.100,0.000,8.115,1.017,1.352,0.000
00-0036906,Khalil Herbert,RB,NYJ,5,0.136,2.331,2.693,-3.125,-53.126,0.417,4,0.031,-0.024,0.029,16,3.000,1.000,1.000,0.033,0,0.557,-0.557,0,6.100,6.100,0.000,9.441,1.220,1.888,0.000
00-0036423,Albert Okwuegbunam,TE,LV,1,0.460,7.962,8.374,-0.002,-0.031,0.083,6,0.167,0.074,0.302,0,0.000,1.000,0.000,0.009,0,0.227,-0.227,0,6.100,6.100,0.000,7.459,6.100,7.459,0.000
00-0038938,Jalin Hyatt,WR,NYG,6,0.294,2.380,3.167,-3.575,-60.783,0.500,14,0.078,0.164,0.231,0,0.000,1.000,0.000,0.006,0,0.419,-0.419,0,6.000,6.000,0.000,8.511,1.000,1.419,0.000
00-0040208,Tahj Brooks,RB,CIN,12,0.045,0.574,0.586,-9.257,-157.366,1.000,2,0.005,-0.001,0.007,16,0.000,0.000,0.000,0.000,0,0.135,-0.135,0,5.900,5.900,0.000,6.711,0.492,0.559,0.000
00-0038397,Evan Hull,RB,NO,6,0.192,1.397,1.548,-4.217,-71.685,0.500,1,0.008,-0.004,0.010,19,3.000,0.000,0.000,0.024,0,0.230,-0.230,0,5.900,5.900,0.000,7.279,0.983,1.213,0.000
00-0036176,Mason Kinsey,WR,TEN,6,0.109,0.889,0.758,-4.321,-73.458,0.500,4,0.019,0.051,0.064,0,0.000,0.000,0.000,0.000,0,0.083,-0.083,0,5.800,5.800,0.000,6.297,0.967,1.049,0.000
00-0037093,Dareke Young,WR,SEA,8,0.094,0.561,0.389,-5.980,-101.661,0.667,3,0.015,0.033,0.045,0,0.000,0.000,0.000,0.000,0,0.062,-0.062,0,5.800,5.800,0.000,6.173,0.725,0.772,0.000
00-0040522,Xavier Restrepo,WR,TEN,2,0.220,4.421,5.075,-0.852,-14.481,0.167,7,0.093,0.193,0.275,0,0.000,1.000,0.000,0.010,0,0.274,-0.274,0,5.600,5.600,0.000,7.242,2.800,3.621,0.000
00-0035544,Tom Kennedy,WR,DET,6,0.125,0.893,0.792,-4.319,-73.429,0.500,4,0.025,0.031,0.059,0,0.000,0.000,0.000,0.000,0,0.083,-0.083,0,5.600,5.600,0.000,6.097,0.933,1.016,0.000
00-0040363,Keleki Latu,TE,BUF,3,0.234,1.650,1.427,-1.584,-26.922,0.250,4,0.047,0.017,0.082,0,0.000,0.000,0.000,0.000,0,0.044,-0.044,0,5.500,5.500,0.000,5.767,1.833,1.922,0.000
00-0036842,Kene Nwangwu,RB,NYJ,10,0.044,1.007,1.008,-7.353,-124.998,0.833,1,0.005,-0.008,0.001,13,3.000,0.000,3.000,0.025,0,0.862,-0.862,0,4.900,4.900,0.000,10.069,0.490,1.007,0.000
00-0038579,Aidan O'Connell,QB,LV,1,0.820,7.984,10.592,-1.065,-18.104,0.083,0,0.000,0.000,0.000,1,0.000,0.000,0.000,0.000,0,0.003,-0.003,0,4.780,4.780,0.000,4.797,4.780,4.797,0.000
00-0037487,Deven Thompkins,WR,ATL,7,0.047,0.613,0.518,-5.202,-88.438,0.583,3,0.014,0.007,0.027,1,0.000,0.000,0.000,0.000,0,0.068,-0.068,0,4.700,4.700,0.000,5.109,0.671,0.730,0.000
00-0037557,Ronnie Rivers,RB,LA,6,0.025,0.634,0.471,-4.598,-78.174,0.500,0,0.000,0.000,0.000,9,0.000,0.000,0.000,0.000,0,0.066,-0.066,0,4.600,4.600,0.000,4.997,0.767,0.833,0.000
00-0038640,Jalen Brooks,WR,ARI,5,0.300,1.205,1.316,-3.469,-58.978,0.417,6,0.029,0.045,0.075,0,0.000,0.000,0.000,0.000,0,0.124,-0.124,0,4.600,4.600,0.000,5.345,0.920,1.069,0.000
00-0034854,KhaDarel Hodge,WR,ATL,8,0.106,1.236,1.649,-5.530,-94.017,0.667,10,0.041,0.067,0.108,0,0.000,0.000,0.000,0.000,0,0.207,-0.207,0,4.600,4.600,0.000,5.842,0.575,0.730,0.000
00-0034798,Durham Smythe,TE,CHI,7,0.254,0.783,0.852,-4.201,-71.410,0.583,6,0.029,0.009,0.050,0,0.000,0.000,0.000,0.000,0,0.067,-0.067,0,4.500,4.500,0.000,4.900,0.643,0.700,0.000
00-0038809,Ben Sims,TE,MIN,3,0.125,2.808,3.507,-1.294,-22.000,0.250,6,0.083,0.135,0.218,0,0.000,1.000,0.000,0.007,0,0.227,-0.227,0,4.500,4.500,0.000,5.859,1.500,1.953,0.000
00-0034386,Justin Watson,WR,HOU,3,0.387,2.171,2.163,-1.840,-31.282,0.250,4,0.054,0.060,0.122,0,0.000,2.000,0.000,0.013,0,0.340,-0.340,0,4.500,4.500,0.000,6.542,1.500,2.181,0.000
00-0037282,James Mitchell,TE,CAR,2,0.144,1.891,1.597,-1.016,-17.265,0.167,3,0.050,0.017,0.087,0,0.000,0.000,0.000,0.000,0,0.033,-0.033,0,4.300,4.300,0.000,4.500,2.150,2.250,0.000
00-0040494,Max Brosmer,QB,MIN,7,0.454,3.743,6.299,-9.928,-168.781,0.583,0,0.000,0.000,0.000,7,0.000,0.000,0.000,0.000,0,0.020,-0.020,0,4.220,4.220,0.000,4.337,0.603,0.620,0.000
00-0037120,Tyler Goodson,RB,IND,10,0.050,0.698,0.703,-7.610,-129.374,0.833,3,0.007,-0.001,0.010,9,0.000,1.000,1.000,0.005,0,0.456,-0.456,0,4.200,4.200,0.000,6.936,0.420,0.694,0.000
00-0040547,Nate Carter,RB,ATL,2,0.000,2.047,1.923,-1.297,-22.054,0.167,0,0.000,0.000,0.000,9,0.000,0.000,0.000,0.000,0,0.066,-0.066,0,4.000,4.000,0.000,4.397,2.000,2.199,0.000
00-0040154,Tai Felton,WR,MIN,12,0.044,0.316,0.277,-9.215,-156.655,1.000,3,0.011,0.006,0.020,0,0.000,0.000,0.000,0.000,0,0.062,-0.062,0,4.000,4.000,0.000,4.373,0.333,0.364,0.000
00-0037594,Julius Chestnut,RB,TEN,16,0.039,0.494,0.491,-9.337,-158.730,1.000,2,0.004,0.005,0.010,11,4.000,0.000,2.000,0.040,0,0.657,-0.657,0,4.000,4.000,0.000,7.944,0.250,0.497,0.000
00-0036679,Shane Buechele,QB,KC,1,0.450,5.357,6.520,-1.284,-21.825,0.083,0,0.000,0.000,0.000,1,0.000,0.000,0.000,0.000,0,0.003,-0.003,0,3.920,3.920,0.000,3.937,3.920,3.937,0.000
00-0036187,Reggie Gilliam,RB,BUF,11,0.212,0.263,0.069,-8.770,-149.098,0.917,2,0.006,0.010,0.016,2,1.000,0.000,1.000,0.005,0,0.285,-0.285,0,3.800,3.800,0.000,5.507,0.345,0.501,0.000
00-0038519,Nikko Remigio,WR,KC,14,0.033,0.130,0.010,-9.402,-159.830,1.000,1,0.002,0.004,0.007,1,0.000,0.000,0.000,0.000,0,0.027,-0.027,0,3.700,3.700,0.000,3.860,0.264,0.276,0.000
00-0040172,Jordan Watkins,WR,SF,2,0.102,2.000,2.011,-1.255,-21.339,0.167,3,0.054,0.097,0.149,0,0.000,0.000,0.000,0.000,0,0.062,-0.062,0,3.600,3.600,0.000,3.973,1.800,1.986,0.000
00-0036331,Devin Duvernay,WR,CHI,17,0.035,0.375,0.382,-9.156,-155.653,1.000,5,0.009,0.014,0.023,0,0.000,1.000,1.000,0.006,0,0.440,-0.440,0,3.600,3.600,0.000,6.240,0.212,0.367,0.000
00-0037258,Dameon Pierce,RB,KC,5,0.084,1.148,1.363,-3.618,-61.500,0.417,1,0.007,-0.005,0.008,14,1.000,0.000,0.000,0.005,0,0.139,-0.139,0,3.600,3.600,0.000,4.433,0.720,0.887,0.000
00-0034487,Trent Sherfield,WR,ARI,4,0.237,1.720,1.948,-2.604,-44.264,0.333,5,0.035,0.037,0.078,0,0.000,2.000,0.000,0.012,0,0.361,-0.361,0,3.600,3.600,0.000,5.766,0.900,1.442,0.000
00-0040406,Quentin Skinner,WR,NYJ,1,0.330,2.250,1.125,-0.607,-10.316,0.083,1,0.045,0.055,0.107,0,0.000,0.000,0.000,0.000,0,0.021,-0.021,0,3.500,3.500,0.000,3.624,3.500,3.624,0.000
00-0040432,Beaux Collins,WR,NYG,4,0.138,1.917,2.204,-2.538,-43.150,0.333,6,0.050,0.061,0.117,0,0.000,1.000,1.000,0.006,0,0.461,-0.461,0,3.500,3.500,0.000,6.265,0.875,1.566,0.000
00-0036534,Shane Zylstra,TE,DET,1,0.400,6.848,7.116,-0.095,-1.610,0.083,5,0.096,0.117,0.226,0,0.000,1.000,1.000,0.005,0,0.503,-0.503,0,3.500,3.500,0.000,6.520,3.500,6.520,0.000
00-0037524,Tay Martin,WR,WAS,2,0.170,1.502,1.279,-1.338,-22.751,0.167,2,0.043,0.033,0.087,0,0.000,0.000,0.000,0.000,0,0.041,-0.041,0,3.300,3.300,0.000,3.548,1.650,1.774,0.000
00-0039737,Tip Reiman,TE,ARI,3,0.370,1.557,1.840,-1.607,-27.316,0.250,5,0.052,0.047,0.111,0,0.000,0.000,0.000,0.000,0,0.056,-0.056,0,3.300,3.300,0.000,3.633,1.100,1.211,0.000
00-0036360,Clyde Edwards-Helaire,RB,KC,2,0.105,2.209,2.539,-1.270,-21.594,0.167,2,0.023,-0.006,0.031,7,0.000,0.000,0.000,0.000,0,0.069,-0.069,0,3.200,3.200,0.000,3.614,1.600,1.807,0.000
00-0037745,Velus Jones Jr.,WR,SEA,5,0.019,0.301,0.000,-3.846,-65.382,0.417,0,0.000,0.000,0.000,4,0.000,0.000,0.000,0.000,0,0.024,-0.024,0,3.200,3.200,0.000,3.345,0.640,0.669,0.000
00-0039884,Tahj Washington,WR,MIA,2,0.113,3.139,3.828,-1.065,-18.112,0.167,5,0.090,0.316,0.355,0,0.000,1.000,0.000,0.007,0,0.232,-0.232,0,3.200,3.200,0.000,4.594,1.600,2.297,0.000
00-0039062,Jonathan Mingo,WR,DAL,5,0.207,0.960,1.153,-3.571,-60.715,0.417,5,0.030,0.063,0.090,0,0.000,0.000,0.000,0.000,0,0.103,-0.103,0,3.000,3.000,0.000,3.621,0.600,0.724,0.000
00-0040317,Jacoby Jones,WR,WAS,1,0.000,2.181,1.409,-0.613,-10.413,0.083,1,0.034,0.014,0.061,0,0.000,0.000,0.000,0.000,0,0.021,-0.021,0,3.000,3.000,0.000,3.124,3.000,3.124,0.000
00-0038728,Jared Wayne,WR,HOU,1,0.440,2.740,2.325,-0.566,-9.621,0.083,2,0.053,0.050,0.114,0,0.000,0.000,0.000,0.000,0,0.041,-0.041,0,3.000,3.000,0.000,3.248,3.000,3.248,0.000
00-0037132,Britain Covey,WR,PHI,6,0.103,0.705,0.806,-4.413,-75.021,0.500,4,0.020,0.003,0.032,0,0.000,0.000,0.000,0.000,0,0.083,-0.083,0,3.000,3.000,0.000,3.497,0.500,0.583,0.000
00-0038752,Jake Bobo,WR,SEA,5,0.170,0.494,0.367,-3.765,-64.012,0.417,2,0.015,0.012,0.031,0,0.000,0.000,0.000,0.000,0,0.041,-0.041,0,3.000,3.000,0.000,3.248,0.600,0.650,0.000
